age,sex,adj1,adj2,adj3,adj4,adj5,celeb1_name,celeb2_name,celeb3_name,celeb4_name,celeb5_name
28,female,bright,bubbly,effervescent,chirpy,youthful,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,gruff,booming,authoritative,gravelly,powerful,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,Fred Williamson
45,female,nasal,sharp,cutting,precise,brittle,Janice Dickinson,Molly Shannon,Wendi McLendon-Covey,Kristen Johnston,Kathy Griffin
62,female,gravelly,whispering,raspy,hushed,knowing,Joan Chen,Miriam Margolyes,Glenn Close,Barbara Hershey,Ruby Dee
37,male,smooth,resonant,confident,mellifluous,urbane,Henry Cavill,Hugh Bonneville,Theo James,Sam Worthington,Richard Madden
71,female,sharp,cutting,acerbic,precise,authoritative,Janice Dickinson,Phyllis Diller,Margo Martindale,Wendi McLendon-Covey,Wanda Sykes
28,male,nasal,whiny,reedy,high-pitched,uncertain,Seann William Scott,Jack Black,Seth Rogen,Chris Colfer,Neil Gaiman
49,female,breathy,sweet,childlike,innocent,sugary,Amanda Seyfried,Shiri Appleby,Abigail Breslin,Kiernan Shipka,Cierra Ramirez
62,male,gravelly,resonant,authoritative,booming,world-weary,James Earl Jones,Brian Blessed,John Goodman,John Hurt,Ron Perlman
28,female,bright,chirpy,effervescent,youthful,giggly,Abigail Breslin,Jenna Fischer,Kelli Berglund,Ashley Greene,Kiernan Shipka
67,female,gravelly,raspy,world-weary,whispering,somber,Miriam Margolyes,Phyllis Diller,Joan Chen,Marcia Cross,Linda Lavin
38,male,smooth,resonant,authoritative,calm,controlled,James Earl Jones,Henry Cavill,Chiwetel Ejiofor,Idris Elba,Hugh Bonneville
28,female,bright,chirpy,effervescent,youthful,giddy,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
72,male,gruff,booming,gravelly,unrefined,powerful,Brian Blessed,John Goodman,Fred Williamson,Ron Perlman,James Cosmo
51,female,sharp,cutting,acerbic,witty,precise,Janice Dickinson,Glenn Close,Meryl Streep,Wanda Sykes,Leslie Mann
62,female,gravelly,raspy,world-weary,whispering,knowing,Miriam Margolyes,Phyllis Diller,Joan Chen,Jean Smart,Ruth McClanahan
37,male,smooth,resonant,confident,charming,magnetic,Henry Cavill,Hugh Bonneville,Theo James,Sam Heughan,Richard Madden
28,female,bright,chirpy,effervescent,youthful,giddy,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Dove Cameron,Raini Rodriguez
71,male,gruff,booming,authoritative,gravelly,intimidating,Brian Blessed,James Earl Jones,John Hurt,John Amos,Fred Williamson
49,female,sharp,acerbic,witty,cutting,precise,Janice Dickinson,Wendi McLendon-Covey,Molly Shannon,Leslie Mann,Kathy Griffin
37,female,breathy,sultry,husky,confidential,smooth,Morena Baccarin,Katheryn Winnick,Kelly Macdonald,Kate Beckinsale,Olivia Colman
62,male,gravelly,raspy,world-weary,authoritative,resonant,Brian Blessed,John Hurt,James Earl Jones,David Warner,Ron Perlman
28,female,bright,clear,chirpy,energetic,youthful,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,thin,reedy,wry,acerbic,dry,Alan Rickman,Stephen Fry,Bill Nighy,David Mamet,John Cleese
62,female,gravelly,raspy,world-weary,whispering,husky,Joan Chen,Miriam Margolyes,Leslie Mann,Glenn Close,Wanda Sykes
35,male,smooth,resonant,authoritative,calm,assured,Henry Cavill,Hugh Bonneville,Idris Elba,Theo James,Damian Lewis
71,male,high-pitched,reedy,quavering,nervous,thin,John Oliver,Tom Kenny,Tim Minchin,Jack Black,Patton Oswalt
28,female,bright,chirpy,effervescent,youthful,bubbly,Amanda Seyfried,Kiernan Shipka,Abigail Breslin,Dove Cameron,Raini Rodriguez
47,male,gruff,booming,gravelly,powerful,deep,Brian Blessed,James Earl Jones,Ron Perlman,Gary Busey,Fred Williamson
62,female,gravelly,raspy,world-weary,husky,resonant,Joan Chen,Miriam Margolyes,Wanda Sykes,Glenn Close,Lesley Manville
37,male,smooth,urbane,charming,mellifluous,suave,Hugh Bonneville,James Nesbitt,Theo James,Richard Madden,Max Irons
28,female,bright,bubbly,youthful,effervescent,chirpy,Abigail Breslin,Kiernan Shipka,Raini Rodriguez,Dove Cameron,Kelli Berglund
71,male,booming,authoritative,gravelly,powerful,commanding,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Charles Dance
45,female,breathy,whispery,enigmatic,sultry,intriguing,Morena Baccarin,Katheryn Winnick,Olivia Colman,Sanaa Lathan,Shiri Appleby
37,female,breathy,husky,sultry,melodic,confidential,Katheryn Winnick,Morena Baccarin,Kelly Macdonald,Kate Voegele,Shiri Appleby
62,male,gravelly,resonant,world-weary,authoritative,booming,Brian Blessed,James Earl Jones,John Hurt,John Amos,Willem Dafoe
28,female,bright,clear,chirpy,youthful,effervescent,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Dove Cameron,Raini Rodriguez
71,male,raspy,dry,sarcastic,witty,acerbic,David Mamet,John Cleese,Alan Rickman,Stephen Fry,David Warner
71,female,breathy,high-pitched,twittering,nervous,childlike,Mindy Kaling,Melissa Rauch,Jenna Fischer,Kristen Wiig,Amy Schumer
28,male,deep,rumbling,authoritative,gravelly,powerful,James Earl Jones,Brian Blessed,Ron Perlman,John Goodman,Tom Waits
37,female,breathy,husky,sultry,melodic,confidential,Kelly Macdonald,Katheryn Winnick,Morena Baccarin,Amanda Seyfried,Shiri Appleby
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Goodman,John Hurt,Ron Perlman
71,female,sharp,acerbic,witty,cutting,precise,Phyllis Diller,Miriam Margolyes,Joan Chen,Jennifer Saunders,Wendy Williams
28,male,nasal,high-pitched,slightly-anxious,nervous,reedy,Seth Rogen,Jack Black,Seann William Scott,Neil Gaiman,Patton Oswalt
49,female,smooth,cool,calm,collected,unruffled,Sanaa Lathan,Taraji P. Henson,Cote de Pablo,Thandie Newton,Kerry Washington
37,female,breathy,sultry,husky,slightly,gravelly,Katheryn Winnick,Sanaa Lathan,Jennifer Beals,Taraji P. Henson,Debi Mazar
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,John Amos,Willem Dafoe
28,female,bright,chirpy,youthful,effervescent,clear,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,rasping,wheezy,thin,reedy,quivering,Bob Barker,Don Rickles,Alan Rickman,Peter Jackson,Walter Matthau
49,female,sharp,acerbic,witty,cutting,precise,Joan Chen,Glenn Close,Miriam Margolyes,Wanda Sykes,Phyllis Diller
38,male,smooth,urbane,charming,slightly-nasal,confidential,Hugh Bonneville,Hugh Laurie,Paul Gross,Jeremy Irvine,James Nesbitt
27,female,bright,chirpy,youthful,effervescent,giddy,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,raspy,gruff,authoritative,booming,gravelly,Brian Blessed,James Earl Jones,John Hurt,Jon Pertwee,Ron Perlman
49,female,sharp,witty,cutting,acerbic,precise,Joan Chen,Miriam Margolyes,Jennifer Saunders,Wanda Sykes,Kathy Griffin
37,female,breathy,husky,sultry,confidential,low,Katheryn Winnick,Sanaa Lathan,Morena Baccarin,Kelly Macdonald,Kate Beckinsale
62,male,gravelly,resonant,world-weary,authoritative,deep,Brian Blessed,James Earl Jones,John Hurt,John Goodman,Willem Dafoe
28,female,bright,chirpy,effervescent,youthful,clear,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,raspy,wheezy,amused,acerbic,dry,John Cleese,Alan Rickman,Stephen Fry,Bill Nighy,Tom Kenny
62,female,gravelly,whispering,raspy,world-weary,enigmatic,Joan Chen,Miriam Margolyes,Glenn Close,Jean Smart,Ruby Dee
37,male,smooth,urbane,resonant,confident,charming,Henry Cavill,Hugh Bonneville,Theo James,Sam Heughan,Richard Madden
71,male,booming,authoritative,gravelly,forthright,commanding,Brian Blessed,James Earl Jones,John Amos,Ron Perlman,James Cromwell
28,female,bright,effervescent,lilting,youthful,optimistic,Amanda Seyfried,Anna Kendrick,Abigail Breslin,Kiernan Shipka,Dove Cameron
51,female,breathy,husky,sultry,knowing,seductive,Janice Dickinson,Debi Mazar,Katheryn Winnick,Sanaa Lathan,Taraji P. Henson
37,female,breathy,sultry,husky,melodic,whispering,Katheryn Winnick,Kelly Macdonald,Morena Baccarin,Shiri Appleby,Amanda Seyfried
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,John Goodman,Ron Perlman
28,female,high-pitched,bright,effervescent,chirpy,youthful,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,raspy,crackling,acerbic,dry,witty,David Mamet,Stephen Fry,Alan Rickman,John Cleese,Bill Nighy
37,female,breathy,husky,sultry,gravelly,charming,Katheryn Winnick,Leslie Mann,Debi Mazar,Jennifer Beals,Kelly Macdonald
62,male,gravelly,resonant,authoritative,booming,forthright,Brian Blessed,James Earl Jones,John Hurt,John Goodman,Ron Perlman
28,female,bright,effervescent,chirpy,bubbly,youthful,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
37,female,husky,gravelly,world-weary,resonant,slightly raspy,Taraji P. Henson,Mary-Louise Parker,Constance Zimmer,Leslie Mann,Marcia Cross
62,male,booming,authoritative,gravelly,assured,commanding,Brian Blessed,James Earl Jones,John Goodman,John Hurt,James Cosmo
28,female,bright,lilting,youthful,clear,energetic,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,thin,reedy,wheezy,tremulous,rasping,John Cleese,Bill Nighy,Tom Kenny,Steve Martin,Alan Rickman
55,female,sharp,witty,acerbic,cutting,precise,Phyllis Diller,Miriam Margolyes,Jennifer Saunders,Joan Chen,Wanda Sykes
37,female,breathy,sultry,husky,gravelly,raspy,Katheryn Winnick,Leslie Mann,Debi Mazar,Mira Furlan,Jennifer Saunders
62,male,gravelly,resonant,authoritative,booming,deep,Brian Blessed,James Earl Jones,John Goodman,John Hurt,Charles Dance
28,female,high-pitched,bright,chirpy,effervescent,giddy,Abigail Breslin,Kelli Berglund,Witney Carson,Raini Rodriguez,Kiernan Shipka
71,male,thin,reedy,wry,acerbic,whispery,Bill Nighy,John Cleese,Stephen Fry,Alan Rickman,David Warner
55,female,crisp,clear,precise,strong,confident,Sanaa Lathan,Taraji P. Henson,Alfre Woodard,Olivia Colman,Glenn Close
37,female,husky,gravelly,smooth,sultry,raspy,Taraji P. Henson,Debi Mazar,Leslie Mann,Wendi McLendon-Covey,Constance Zimmer
72,male,resonant,gravelly,authoritative,booming,powerful,James Earl Jones,Brian Blessed,John Amos,John Hurt,James Cromwell
61,female,high-pitched,brittle,nervous,tremulous,childlike,Phyllis Diller,Carrie Fisher,Miley Cyrus,Jennifer Saunders,Dawn French
28,male,nasal,whiny,reedy,thin,uncertain,Seann William Scott,Jack Black,Neil Gaiman,Seth Rogen,Chris Colfer
55,female,crisp,clear,precise,unwavering,confident,Katheryn Winnick,Sanaa Lathan,Olivia Colman,Kelly Macdonald,Rachel McAdams
37,female,breathy,husky,sultry,melodic,confidential,Morena Baccarin,Kelly Macdonald,Katheryn Winnick,Ashley Greene,Shiri Appleby
62,male,gravelly,resonant,world-weary,authoritative,rumbling,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,Willem Dafoe
28,female,bright,chirpy,effervescent,youthful,optimistic,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Bethany Mota
71,male,nasal,whiny,irritable,rasping,thin,John Oliver,David Mamet,Patton Oswalt,Louis C.K.,Jerry Trainor
37,female,breathy,husky,sultry,confidential,knowing,Katheryn Winnick,Sanaa Lathan,Kate Beckinsale,Thandie Newton,Ashley Greene
62,male,gravelly,resonant,world-weary,authoritative,raspy,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,John Goodman
28,female,bright,chirpy,effervescent,youthful,optimistic,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Dove Cameron,Raini Rodriguez
71,male,wheezy,quizzical,dryly humorous,slightly nasal,thoughtful,John Cleese,Stephen Fry,Alan Rickman,Bill Nighy,David Warner
55,female,sharp,acerbic,witty,cutting,precise,Miriam Margolyes,Phyllis Diller,Joan Chen,Kathy Griffin,Jennifer Saunders
37,female,breathy,husky,sultry,raspy,low,Katheryn Winnick,Sanaa Lathan,Leslie Mann,Debi Mazar,Jennifer Beals
62,male,gravelly,resonant,authoritative,booming,deep,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,James Cromwell
28,female,bright,clear,youthful,chirpy,sweet,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,wheezy,thin,reedy,tremulous,high-pitched,Bill Nighy,Peter Jacobson,John Hurt,John Cleese,Tom Kenny
55,female,sharp,crisp,precise,cutting,witty,Joan Chen,Miriam Margolyes,Glenn Close,Wanda Sykes,Meryl Streep
62,female,gravelly,raspy,world-weary,whispering,knowing,Phyllis Diller,Miriam Margolyes,Joan Chen,Lesley Manville,Jean Smart
37,male,smooth,resonant,confident,charming,magnetic,Henry Cavill,Theo James,Sam Heughan,Hugh Bonneville,Sebastian De Souza
71,male,booming,gravelly,authoritative,deep,resonating,Brian Blessed,James Earl Jones,John Goodman,John Hurt,James Cromwell
28,female,bright,clear,chirpy,bubbly,youthful,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
51,male,nasally,high-pitched,whiny,nervous,uncertain,Jack Black,Seann William Scott,Seth Rogen,Patton Oswalt,Will Forte
37,female,breathy,sultry,husky,melodic,knowing,Morena Baccarin,Katheryn Winnick,Kate Voegele,Kelly Macdonald,Jennifer Beals
62,male,gravelly,resonant,authoritative,world-weary,raspy,Brian Blessed,John Hurt,James Earl Jones,Ron Perlman,Charles Dance
71,female,sharp,acerbic,crisp,witty,cutting,Phyllis Diller,Miriam Margolyes,Joan Chen,Jennifer Saunders,Glenn Close
28,male,high-pitched,nasal,nervous,reedy,uncertain,Neil Gaiman,Seann William Scott,Josh Peck,Max Schneider,Aaron Yoo
35,male,smooth,urbane,charming,velvety,insinuating,Hugh Bonneville,James Earl Jones,Theo James,Sebastian De Souza,Jensen Ackles
71,female,breathy,high-pitched,twittering,nervous,childlike,Carrie Fisher,Phyllis Diller,Lily Cole,Kristen Johnston,Kelli Berglund
28,male,nasal,whiny,petulant,thin,reedy,Seann William Scott,Chris Colfer,Drake Bell,Neil Gaiman,Josh Peck
37,female,breathy,husky,sultry,whispering,seductive,Katheryn Winnick,Morena Baccarin,Kate Voegele,Shiri Appleby,Jennifer Beals
62,male,gravelly,resonant,authoritative,booming,commanding,James Earl Jones,Brian Blessed,John Amos,Bill Nighy,Brian Dennehy
28,female,high-pitched,bright,chirpy,giggly,effervescent,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,raspy,wheezy,world-weary,mumbling,amused,John Hurt,Don Rickles,Peter Jackson,Alan Rickman,David Warner
49,female,sharp,precise,cutting,acerbic,witty,Glenn Close,Meryl Streep,Joan Chen,Jennifer Saunders,Margo Martindale
37,female,breathy,husky,sultry,melodic,confidential,Morena Baccarin,Katheryn Winnick,Kelly Macdonald,Amanda Seyfried,Shiri Appleby
62,male,gravelly,resonant,world-weary,authoritative,raspy,Brian Blessed,John Hurt,James Earl Jones,Willem Dafoe,John Goodman
71,female,sharp,acerbic,witty,cutting,precise,Phyllis Diller,Miriam Margolyes,Joan Chen,Jennifer Saunders,Marcia Cross
28,male,high-pitched,nasally,nervous,uncertain,reedy,Jack Black,Seth Rogen,Chris Colfer,Max Schneider,Neil Gaiman
55,female,smooth,velvety,calm,soothing,gentle,Alfre Woodard,Sanaa Lathan,Taraji P. Henson,Olivia Colman,Idina Menzel
37,female,breathy,sultry,husky,whispering,seductive,Morena Baccarin,Katheryn Winnick,Kate Voegele,Shay Mitchell,Shiri Appleby
62,male,gravelly,resonant,authoritative,deep,world-weary,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,James Cosmo
71,female,sharp,acerbic,witty,cutting,precise,Phyllis Diller,Miriam Margolyes,Joan Chen,Wanda Sykes,Jennifer Saunders
28,male,nasal,high-pitched,nervous,reedy,uncertain,Seann William Scott,Neil Gaiman,Jack Black,Patton Oswalt,Zach Galifianakis
49,female,smooth,polished,controlled,calm,unflappable,Olivia Colman,Sanaa Lathan,Taraji P. Henson,Alfre Woodard,Viola Davis
62,female,gravelly,husky,world-weary,raspy,resonant,Joan Chen,Miriam Margolyes,Glenn Close,Jean Smart,Meryl Streep
35,male,smooth,urbane,suave,mellifluous,charming,Hugh Bonneville,James Earl Jones,Sam Worthington,Henry Cavill,Theo James
71,female,breathy,high-pitched,giggly,childlike,quavering,Phyllis Diller,Rue McClanahan,Dawn French,Jennifer Saunders,Molly Shannon
48,male,booming,authoritative,resonant,powerful,commanding,Brian Blessed,James Earl Jones,John Amos,James Cromwell,Charles Dance
28,female,bright,clear,energetic,youthful,bubbly,Amanda Seyfried,Kristen Bell,Abigail Breslin,Kelli Berglund,Kiernan Shipka
62,female,gravelly,rasping,world-weary,husky,intimate,Glenn Close,Meryl Streep,Joan Chen,Wanda Sykes,Miriam Margolyes
37,male,smooth,mellifluous,urbane,resonant,charming,Hugh Bonneville,Richard Madden,Theo James,Max Irons,Tom Hiddleston
71,male,wheezy,raspy,gravelly,crackling,amused,Brian Blessed,John Hurt,Christopher Walken,Willem Dafoe,Alan Rickman
28,female,bright,effervescent,bubbly,chirpy,youthful,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Dove Cameron,Raini Rodriguez
49,female,crisp,precise,authoritative,clear,strong,Constance Zimmer,Tilda Swinton,Olivia Colman,Katheryn Winnick,Sanaa Lathan
51,female,warm,gentle,soothing,motherly,comforting,Holly Hunter,Laura Dern,Constance Zimmer,Kelly Macdonald,Alfre Woodard
37,female,breathy,sultry,husky,melodic,slightly raspy,Scarlett Johansson,Jennifer Beals,Katheryn Winnick,Morena Baccarin,Kate Beckinsale
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,John Goodman
28,female,high-pitched,bright,chirpy,effervescent,youthful,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Brittany Snow
71,male,thin,reedy,whispery,quavering,uncertain,Bill Nighy,Stephen Fry,John Cleese,Alan Rickman,Michael Gambon
62,female,gravelly,raspy,world-weary,whispering,husky,Phyllis Diller,Joan Chen,Miriam Margolyes,Leslie Mann,Dawn French
37,male,smooth,resonant,charming,confident,velvety,Henry Cavill,Theo James,Sam Heughan,Hugh Bonneville,Sebastian De Souza
71,male,booming,authoritative,gravelly,resonant,commanding,Brian Blessed,James Earl Jones,John Goodman,Charles Dance,James Cromwell
28,female,bright,chirpy,effervescent,youthful,peppy,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
51,female,sharp,witty,cutting,sarcastic,precise,Jennifer Saunders,Wanda Sykes,Kathy Griffin,Amy Schumer,Kristen Wiig
62,female,gravelly,whispery,raspy,knowing,world-weary,Joan Chen,Miriam Margolyes,Glenn Close,Wanda Sykes,Lesley Manville
35,male,smooth,resonant,confident,charming,urbane,Henry Cavill,Theo James,Sam Heughan,Richard Madden,Hugh Bonneville
71,male,gruff,booming,authoritative,gravelly,imposing,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,James Cosmo
28,female,bright,chirpy,effervescent,youthful,bubbly,Amanda Seyfried,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez
47,female,sharp,witty,acerbic,cutting,sardonic,Janice Dickinson,Jennifer Saunders,Molly Shannon,Kathy Griffin,Amy Schumer
37,female,husky,gravelly,world-weary,slightly raspy,resonant,Katheryn Winnick,Leslie Mann,Mira Furlan,Taraji P. Henson,Debi Mazar
62,male,booming,authoritative,gravelly,resonant,commanding,Brian Blessed,James Earl Jones,John Goodman,Charles Dance,Ron Perlman
28,female,bright,chirpy,youthful,bubbly,enthusiastic,Abigail Breslin,Kiernan Shipka,Raini Rodriguez,Kelli Berglund,Dove Cameron
71,male,thin,reedy,wheezy,tremulous,faint,John Hurt,Bill Nighy,Peter Jackson,Walter Matthau,Alan Rickman
55,female,sharp,witty,acerbic,cutting,precise,Joan Chen,Phyllis Diller,Miriam Margolyes,Jennifer Saunders,Wanda Sykes
37,female,breathy,husky,raspy,sultry,low,Scarlett Johansson,Katheryn Winnick,Jennifer Beals,Sanaa Lathan,Taraji P. Henson
72,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,John Amos,Ian McKellen
37,female,breathy,sultry,husky,raspy,melodic,Katheryn Winnick,Morena Baccarin,Sanaa Lathan,Ashley Greene,Caitriona Balfe
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,John Goodman,Ron Perlman
